date,daily_sales,product_category,marketing_spend,day_of_week,is_holiday,day_of_week_num,month,quarter,day_of_year,is_weekend,day_of_week_sin,day_of_week_cos,daily_sales_lag_1,daily_sales_lag_7,daily_sales_diff_1,daily_sales_rolling_mean_7,daily_sales_rolling_std_7,marketing_spend_rolling_mean_7,days_since_start,time_normalized
2023-02-25,31789,Electronics,5600,Saturday,0,5,2,1,56,1,-0.9749279121818236,-0.2225209339563146,28456.0,30123.0,3333.0,25137.14285714286,3422.1097989676514,4385.714285714285,55,0.08233532934131736
2023-02-26,21123,Electronics,3500,Sunday,0,6,2,1,57,1,-0.7818314824680299,0.6234898018587334,31789.0,20234.0,-10666.0,25375.14285714286,3856.962035444098,4414.285714285715,56,0.08383233532934131
2023-02-27,23345,Electronics,4000,Monday,0,0,2,1,58,0,0.0,1.0,21123.0,22456.0,2222.0,25502.14285714286,3669.545904176302,4442.857142857143,57,0.08532934131736528
2023-02-28,24567,Electronics,4300,Tuesday,0,1,2,1,59,0,0.7818314824680298,0.6234898018587336,23345.0,23678.0,1222.0,25629.14285714286,3560.3084804817695,4471.428571428572,58,0.08682634730538923
2023-03-01,23456,Electronics,4100,Wednesday,0,2,3,1,60,0,0.9749279121818236,-0.22252093395631434,24567.0,24890.0,-1111.0,25756.14285714286,3494.354133387704,4500.0,59,0.08832335329341318
2023-03-02,24678,Electronics,4400,Thursday,0,3,3,1,61,0,0.43388373911755823,-0.900968867902419,23456.0,26123.0,1222.0,25551.285714285714,3594.2025872361687,4457.142857142857,60,0.08982035928143713
2023-03-03,26890,Electronics,4800,Friday,0,4,3,1,62,0,-0.433883739117558,-0.9009688679024191,24678.0,28456.0,2212.0,25344.85714285714,3597.3887487348024,4414.285714285715,61,0.09131736526946108
2023-03-04,30123,Electronics,5400,Saturday,0,5,3,1,63,1,-0.9749279121818236,-0.2225209339563146,26890.0,31789.0,3233.0,25121.14285714286,3415.7760186411156,4385.714285714285,62,0.09281437125748503
2023-03-05,21234,Electronics,3600,Sunday,0,6,3,1,64,1,-0.7818314824680299,0.6234898018587334,30123.0,21123.0,-8889.0,24883.14285714286,2891.565402371253,4357.142857142857,63,0.09431137724550898
2023-03-06,23456,Electronics,4100,Monday,0,0,3,1,65,0,0.0,1.0,21234.0,23345.0,2222.0,24899.0,2867.7143046916794,4371.428571428572,64,0.09580838323353294
2023-03-07,24678,Electronics,4400,Tuesday,0,1,3,1,66,0,0.7818314824680298,0.6234898018587336,23456.0,24567.0,1222.0,24914.85714285714,2857.979614376286,4385.714285714285,65,0.09730538922155689
2023-03-08,25890,Electronics,4600,Wednesday,0,2,3,1,67,0,0.9749279121818236,-0.22252093395631434,24678.0,23456.0,1212.0,24930.714285714286,2856.035172185709,4400.0,66,0.09880239520958084
2023-03-09,27123,Electronics,4900,Thursday,0,3,3,1,68,0,0.43388373911755823,-0.900968867902419,25890.0,24678.0,1233.0,25278.428571428572,2794.0631021950007,4471.428571428572,67,0.10029940119760479
2023-03-10,29456,Electronics,5200,Friday,0,4,3,1,69,0,-0.433883739117558,-0.9009688679024191,27123.0,26890.0,2333.0,25627.714285714286,2858.573578686024,4542.857142857143,68,0.10179640718562874
2023-03-11,32789,Electronics,5800,Saturday,0,5,3,1,70,1,-0.9749279121818236,-0.2225209339563146,29456.0,30123.0,3333.0,25994.285714285714,3192.4505067573314,4600.0,69,0.10329341317365269
2023-03-12,22123,Electronics,3700,Sunday,0,6,3,1,71,1,-0.7818314824680299,0.6234898018587334,32789.0,21234.0,-10666.0,26375.14285714286,3856.962035444092,4657.142857142857,70,0.10479041916167664
2023-03-13,24345,Electronics,4200,Monday,0,0,3,1,72,0,0.0,1.0,22123.0,23456.0,2222.0,26502.14285714286,3669.545904176296,4671.428571428572,71,0.1062874251497006
2023-03-14,25567,Electronics,4500,Tuesday,0,1,3,1,73,0,0.7818314824680298,0.6234898018587336,24345.0,24678.0,1222.0,26629.14285714286,3560.308480481763,4685.714285714285,72,0.10778443113772455
2023-03-15,26789,Electronics,4800,Wednesday,0,2,3,1,74,0,0.9749279121818236,-0.22252093395631434,25567.0,25890.0,1222.0,26756.14285714286,3494.354133387698,4700.0,73,0.1092814371257485
2023-03-16,28123,Electronics,5000,Thursday,0,3,3,1,75,0,0.43388373911755823,-0.900968867902419,26789.0,27123.0,1334.0,26884.571428571428,3473.674416576894,4728.571428571428,74,0.11077844311377245
2023-03-17,30456,Electronics,5400,Friday,0,4,3,1,76,0,-0.433883739117558,-0.9009688679024191,28123.0,29456.0,2333.0,27027.428571428572,3505.530956319478,4742.857142857143,75,0.1122754491017964
2023-03-18,33789,Electronics,6000,Saturday,0,5,3,1,77,1,-0.9749279121818236,-0.2225209339563146,30456.0,32789.0,3333.0,27170.285714285714,3638.836110364837,4771.428571428572,76,0.11377245508982035
2023-03-19,23234,Electronics,3900,Sunday,0,6,3,1,78,1,-0.7818314824680299,0.6234898018587334,33789.0,22123.0,-10555.0,27313.14285714286,3906.0069307231133,4800.0,77,0.11526946107784432
2023-03-20,25456,Electronics,4400,Monday,0,0,3,1,79,0,0.0,1.0,23234.0,24345.0,2222.0,27471.85714285714,3675.7501016151323,4828.571428571428,78,0.11676646706586827
2023-03-21,26678,Electronics,4700,Tuesday,0,1,3,1,80,0,0.7818314824680298,0.6234898018587336,25456.0,25567.0,1222.0,27630.571428571428,3539.7020993836177,4857.142857142857,79,0.11826347305389222
2023-03-22,27890,Electronics,5000,Wednesday,0,2,3,1,81,0,0.9749279121818236,-0.22252093395631434,26678.0,26789.0,1212.0,27789.285714285714,3455.6639359311357,4885.714285714285,80,0.11976047904191617
2023-03-23,29123,Electronics,5200,Thursday,0,3,3,1,82,0,0.43388373911755823,-0.900968867902419,27890.0,28123.0,1233.0,27946.571428571428,3427.488869767599,4914.285714285715,81,0.12125748502994012
2023-03-24,31456,Electronics,5600,Friday,0,4,3,1,83,0,-0.433883739117558,-0.9009688679024191,29123.0,30456.0,2333.0,28089.428571428572,3456.7826976897804,4942.857142857143,82,0.12275449101796407
2023-03-25,34789,Electronics,6200,Saturday,0,5,3,1,84,1,-0.9749279121818236,-0.2225209339563146,31456.0,33789.0,3333.0,28232.285714285714,3589.019490719118,4971.428571428572,83,0.12425149700598802
2023-03-26,24123,Electronics,4100,Sunday,0,6,3,1,85,1,-0.7818314824680299,0.6234898018587334,34789.0,23234.0,-10666.0,28375.14285714286,3856.9620354440813,5000.0,84,0.12574850299401197
2023-03-27,26345,Electronics,4600,Monday,0,0,3,1,86,0,0.0,1.0,24123.0,25456.0,2222.0,28502.14285714286,3669.5459041762847,5028.571428571428,85,0.12724550898203593
2023-03-28,27567,Electronics,4900,Tuesday,0,1,3,1,87,0,0.7818314824680298,0.6234898018587336,26345.0,26678.0,1222.0,28629.14285714286,3560.308480481751,5057.142857142857,86,0.12874251497005987
2023-03-29,28789,Electronics,5100,Wednesday,0,2,3,1,88,0,0.9749279121818236,-0.22252093395631434,27567.0,27890.0,1222.0,28756.14285714286,3494.3541333876856,5085.714285714285,87,0.13023952095808383
2023-03-30,30123,Electronics,5400,Thursday,0,3,3,1,89,0,0.43388373911755823,-0.900968867902419,28789.0,29123.0,1334.0,28884.571428571428,3473.674416576882,5100.0,88,0.1317365269461078
2023-03-31,32456,Electronics,5800,Friday,0,4,3,1,90,0,-0.433883739117558,-0.9009688679024191,30123.0,31456.0,2333.0,29027.428571428572,3505.530956319466,5128.571428571428,89,0.13323353293413173
2023-04-01,35789,Electronics,6400,Saturday,0,5,4,2,91,1,-0.9749279121818236,-0.2225209339563146,32456.0,34789.0,3333.0,29170.285714285714,3638.836110364826,5157.142857142857,90,0.1347305389221557
2023-04-02,25234,Electronics,4300,Sunday,0,6,4,2,92,1,-0.7818314824680299,0.6234898018587334,35789.0,24123.0,-10555.0,29313.14285714286,3906.0069307231033,5185.714285714285,91,0.13622754491017963
2023-04-03,27456,Electronics,4800,Monday,0,0,4,2,93,0,0.0,1.0,25234.0,26345.0,2222.0,29471.85714285714,3675.750101615122,5214.285714285715,92,0.1377245508982036
2023-04-04,28678,Electronics,5100,Tuesday,0,1,4,2,94,0,0.7818314824680298,0.6234898018587336,27456.0,27567.0,1222.0,29630.571428571428,3539.702099383607,5242.857142857143,93,0.13922155688622753
2023-04-05,29890,Electronics,5300,Wednesday,0,2,4,2,95,0,0.9749279121818236,-0.22252093395631434,28678.0,28789.0,1212.0,29789.285714285714,3455.663935931125,5271.428571428572,94,0.1407185628742515
2023-04-06,31123,Electronics,5600,Thursday,0,3,4,2,96,0,0.43388373911755823,-0.900968867902419,29890.0,30123.0,1233.0,29946.571428571428,3427.4888697675883,5300.0,95,0.14221556886227546
2023-04-07,33456,Electronics,6000,Friday,0,4,4,2,97,0,-0.433883739117558,-0.9009688679024191,31123.0,32456.0,2333.0,30089.428571428572,3456.7826976897695,5328.571428571428,96,0.1437125748502994
2023-04-08,36789,Electronics,6600,Saturday,1,5,4,2,98,1,-0.9749279121818236,-0.2225209339563146,33456.0,35789.0,3333.0,30232.285714285714,3589.0194907191076,5357.142857142857,97,0.14520958083832336
2023-04-09,30234,Electronics,5400,Sunday,1,6,4,2,99,1,-0.7818314824680299,0.6234898018587334,36789.0,25234.0,-6555.0,30375.14285714286,3856.9620354440717,5385.714285714285,98,0.1467065868263473
2023-04-10,28456,Electronics,5100,Monday,1,0,4,2,100,0,0.0,1.0,30234.0,27456.0,-1778.0,31089.428571428572,3143.089767364909,5542.857142857143,99,0.14820359281437126
2023-04-11,29678,Electronics,5300,Tuesday,0,1,4,2,101,0,0.7818314824680298,0.6234898018587336,28456.0,28678.0,1222.0,31232.285714285714,2968.2869759220184,5585.714285714285,100,0.1497005988023952
2023-04-12,30890,Electronics,5500,Wednesday,0,2,4,2,102,0,0.9749279121818236,-0.22252093395631434,29678.0,29890.0,1212.0,31375.14285714286,2846.4286646351857,5614.285714285715,101,0.15119760479041916
2023-04-13,32123,Electronics,5800,Thursday,0,3,4,2,103,0,0.43388373911755823,-0.900968867902419,30890.0,31123.0,1233.0,31518.0,2783.8760149594245,5642.857142857143,102,0.15269461077844312
2023-04-14,34456,Electronics,6200,Friday,0,4,4,2,104,0,-0.433883739117558,-0.9009688679024191,32123.0,33456.0,2333.0,31660.85714285714,2785.885163257243,5671.428571428572,103,0.15419161676646706
2023-04-15,37789,Electronics,6800,Saturday,0,5,4,2,105,1,-0.9749279121818236,-0.2225209339563146,34456.0,36789.0,3333.0,31803.714285714286,2915.8865269579555,5700.0,104,0.15568862275449102
2023-04-16,26345,Electronics,4600,Sunday,0,6,4,2,106,1,-0.7818314824680299,0.6234898018587334,37789.0,30234.0,-11444.0,31946.571428571428,3210.453750751437,5728.571428571428,105,0.15718562874251496
2023-04-17,28567,Electronics,5100,Monday,0,0,4,2,107,0,0.0,1.0,26345.0,28456.0,2222.0,31391.0,3832.452739434591,5614.285714285715,106,0.15868263473053892
2023-04-18,29789,Electronics,5300,Tuesday,0,1,4,2,108,0,0.7818314824680298,0.6234898018587336,28567.0,29678.0,1222.0,31406.85714285714,3818.4891178130706,5614.285714285715,107,0.1601796407185629
2023-04-19,30912,Electronics,5500,Wednesday,0,2,4,2,109,0,0.9749279121818236,-0.22252093395631434,29789.0,30890.0,1123.0,31422.714285714286,3810.334837180096,5614.285714285715,108,0.16167664670658682
2023-04-20,32234,Electronics,5800,Thursday,0,3,4,2,110,0,0.43388373911755823,-0.900968867902419,30912.0,32123.0,1322.0,31425.85714285714,3809.831248606274,5614.285714285715,109,0.1631736526946108
2023-04-21,34567,Electronics,6200,Friday,0,4,4,2,111,0,-0.433883739117558,-0.9009688679024191,32234.0,34456.0,2333.0,31441.714285714286,3813.4457609133856,5614.285714285715,110,0.16467065868263472
2023-04-22,37890,Electronics,6800,Saturday,0,5,4,2,112,1,-0.9749279121818236,-0.2225209339563146,34567.0,37789.0,3323.0,31457.571428571428,3828.2707957658877,5614.285714285715,111,0.1661676646706587
2023-04-23,27123,Electronics,4800,Sunday,0,6,4,2,113,1,-0.7818314824680299,0.6234898018587334,37890.0,26345.0,-10767.0,31472.0,3856.199251421841,5614.285714285715,112,0.16766467065868262
2023-04-24,29345,Electronics,5200,Monday,0,0,4,2,114,0,0.0,1.0,27123.0,28567.0,2222.0,31583.14285714286,3691.495606055018,5642.857142857143,113,0.1691616766467066
2023-04-25,30567,Electronics,5500,Tuesday,0,1,4,2,115,0,0.7818314824680298,0.6234898018587336,29345.0,29789.0,1222.0,31694.285714285714,3596.028722275208,5657.142857142857,114,0.17065868263473055
2023-04-26,31789,Electronics,5700,Wednesday,0,2,4,2,116,0,0.9749279121818236,-0.22252093395631434,30567.0,30912.0,1222.0,31805.428571428572,3538.8963843333013,5685.714285714285,115,0.1721556886227545
2023-04-27,33123,Electronics,6000,Thursday,0,3,4,2,117,0,0.43388373911755823,-0.900968867902419,31789.0,32234.0,1334.0,31930.714285714286,3517.4542268656364,5714.285714285715,116,0.17365269461077845
2023-04-28,35456,Electronics,6400,Friday,0,4,4,2,118,0,-0.433883739117558,-0.9009688679024191,33123.0,34567.0,2333.0,32057.714285714286,3546.161432416973,5742.857142857143,117,0.1751497005988024
2023-04-29,38789,Electronics,7000,Saturday,0,5,4,2,119,1,-0.9749279121818236,-0.2225209339563146,35456.0,37890.0,3333.0,32184.714285714286,3664.9350478230303,5771.428571428572,118,0.17664670658682635
2023-04-30,28234,Electronics,5000,Sunday,0,6,4,2,120,1,-0.7818314824680299,0.6234898018587334,38789.0,27123.0,-10555.0,32313.14285714286,3906.006930723093,5800.0,119,0.1781437125748503
2023-05-01,30456,Electronics,5400,Monday,0,0,5,2,121,0,0.0,1.0,28234.0,29345.0,2222.0,32471.85714285714,3675.750101615112,5828.571428571428,120,0.17964071856287425
2023-05-02,31678,Electronics,5700,Tuesday,0,1,5,2,122,0,0.7818314824680298,0.6234898018587336,30456.0,30567.0,1222.0,32630.571428571428,3539.7020993835977,5857.142857142857,121,0.18113772455089822
2023-05-03,32890,Electronics,5900,Wednesday,0,2,5,2,123,0,0.9749279121818236,-0.22252093395631434,31678.0,31789.0,1212.0,32789.28571428572,3455.6639359311157,5885.714285714285,122,0.18263473053892215
2023-05-04,34123,Electronics,6100,Thursday,0,3,5,2,124,0,0.43388373911755823,-0.900968867902419,32890.0,33123.0,1233.0,32946.57142857143,3427.48886976758,5914.285714285715,123,0.18413173652694612
2023-05-05,36456,Electronics,6600,Friday,0,4,5,2,125,0,-0.433883739117558,-0.9009688679024191,34123.0,35456.0,2333.0,33089.42857142857,3456.7826976897627,5928.571428571428,124,0.18562874251497005
2023-05-06,39789,Electronics,7200,Saturday,0,5,5,2,126,1,-0.9749279121818236,-0.2225209339563146,36456.0,38789.0,3333.0,33232.28571428572,3589.019490719101,5957.142857142857,125,0.18712574850299402
2023-05-07,29123,Electronics,5200,Sunday,0,6,5,2,127,1,-0.7818314824680299,0.6234898018587334,39789.0,28234.0,-10666.0,33375.142857142855,3856.962035444066,5985.714285714285,126,0.18862275449101795
2023-05-08,31345,Electronics,5600,Monday,0,0,5,2,128,0,0.0,1.0,29123.0,30456.0,2222.0,33502.142857142855,3669.545904176269,6014.285714285715,127,0.19011976047904192
2023-05-09,32567,Electronics,5900,Tuesday,0,1,5,2,129,0,0.7818314824680298,0.6234898018587336,31345.0,31678.0,1222.0,33629.142857142855,3560.308480481735,6042.857142857143,128,0.19161676646706588
2023-05-10,33789,Electronics,6100,Wednesday,0,2,5,2,130,0,0.9749279121818236,-0.22252093395631434,32567.0,32890.0,1222.0,33756.142857142855,3494.3541333876697,6071.428571428572,129,0.19311377245508982
2023-05-11,35123,Electronics,6300,Thursday,0,3,5,2,131,0,0.43388373911755823,-0.900968867902419,33789.0,34123.0,1334.0,33884.57142857143,3473.6744165768664,6100.0,130,0.19461077844311378
2023-05-12,37456,Electronics,6800,Friday,0,4,5,2,132,0,-0.433883739117558,-0.9009688679024191,35123.0,36456.0,2333.0,34027.42857142857,3505.530956319451,6128.571428571428,131,0.19610778443113772
2023-05-13,40789,Electronics,7400,Saturday,0,5,5,2,133,1,-0.9749279121818236,-0.2225209339563146,37456.0,39789.0,3333.0,34170.28571428572,3638.8361103648117,6157.142857142857,132,0.19760479041916168
2023-05-14,30234,Electronics,5400,Sunday,0,6,5,2,134,1,-0.7818314824680299,0.6234898018587334,40789.0,29123.0,-10555.0,34313.142857142855,3906.0069307230906,6185.714285714285,133,0.19910179640718562
2023-05-15,32456,Electronics,5800,Monday,0,0,5,2,135,0,0.0,1.0,30234.0,31345.0,2222.0,34471.857142857145,3675.7501016151086,6214.285714285715,134,0.20059880239520958
2023-05-16,33678,Electronics,6100,Tuesday,0,1,5,2,136,0,0.7818314824680298,0.6234898018587336,32456.0,32567.0,1222.0,34630.57142857143,3539.702099383594,6242.857142857143,135,0.20209580838323354
2023-05-17,34890,Electronics,6300,Wednesday,0,2,5,2,137,0,0.9749279121818236,-0.22252093395631434,33678.0,33789.0,1212.0,34789.28571428572,3455.6639359311125,6271.428571428572,136,0.20359281437125748
2023-05-18,36123,Electronics,6500,Thursday,0,3,5,2,138,0,0.43388373911755823,-0.900968867902419,34890.0,35123.0,1233.0,34946.57142857143,3427.488869767577,6300.0,137,0.20508982035928144
2023-05-19,38456,Electronics,7000,Friday,0,4,5,2,139,0,-0.433883739117558,-0.9009688679024191,36123.0,37456.0,2333.0,35089.42857142857,3456.782697689759,6328.571428571428,138,0.20658682634730538
2023-05-20,41789,Electronics,7600,Saturday,0,5,5,2,140,1,-0.9749279121818236,-0.2225209339563146,38456.0,40789.0,3333.0,35232.28571428572,3589.019490719098,6357.142857142857,139,0.20808383233532934
